chr1	1402164	1426161	83858	ATAD3B
chr1	1442523	1452909	55210	ATAD3A
chr1	1470740	1480739	339453	TMEM240
chr1	1505262	1515261	29101	SSU72
chr1	1530476	1540475	643988	FNDC10
chr1	1545795	1566023	142678	MIB2
chr1	1566024	1572652	8510	MMP23B
chr1	1572653	1585624	984	CDK11B
chr1	1596578	1613284	728661	SLC35E2B
chr1	1619243	1627810	728661	SLC35E2B
chr1	1627811	1635735	8511	MMP23A
chr1	1635736	1644154	728642	CDK11A
chr1	1644155	1655507	984	CDK11B
chr1	1655508	1655659	728642	CDK11A
chr1	1655660	1655783	984	CDK11B
chr1	1655784	1660790	728642	CDK11A
chr1	1672438	1682437	728661	SLC35E2B
chr1	1685081	1701884	65220	NADK
chr1	1704909	1716507	65220	NADK
chr1	1817526	1827525	2782	GNB1
chr1	1841266	1848251	163688	CALML6
chr1	1848252	1855739	339456	TMEM52
chr1	1917414	1927413	85452	CFAP74
chr1	1930276	1940275	85452	CFAP74
chr1	1945768	1955767	2563	GABRD
chr1	1976909	1986908	5590	PRKCZ
chr1	2000086	2010424	5590	PRKCZ
chr1	2031155	2041154	5590	PRKCZ
chr1	2071796	2081795	5590	PRKCZ
chr1	2095287	2105286	5590	PRKCZ
chr1	2121214	2131213	199990	FAAP20
chr1	2134172	2144171	199990	FAAP20
chr1	2155134	2165133	6497	SKI
chr1	2317993	2323103	79906	MORN1
chr1	2323104	2328213	11079	RER1
chr1	2339010	2349009	5192	PEX10
chr1	2402754	2416622	9651	PLCH2
chr1	2425183	2435182	9651	PLCH2
chr1	2453035	2459859	55229	PANK4
chr1	2459860	2466683	388585	HES5
chr1	2482805	2488127	8764	TNFRSF14
chr1	2488128	2493449	100133445	NA
chr1	2512899	2523516	127281	FAM213B
chr1	2555960	2569480	79258	MMEL1
chr1	2701230	2711229	100287898	TTC34
chr1	2933046	2943045	140625	ACTRT2
chr1	2975350	2985015	440556	LINC00982
chr1	2985016	2990741	63976	PRDM16
chr1	3039539	3049538	100422968	MIR4251
chr1	3366147	3376146	27237	ARHGEF16
chr1	3377569	3393170	27237	ARHGEF16
chr1	3443012	3453011	1953	MEGF6
chr1	3472354	3482353	693135	MIR551A
chr1	3523059	3533058	1953	MEGF6
chr1	3536556	3546587	127262	TPRG1L
chr1	3561671	3567900	49856	WRAP73
chr1	3567901	3574128	7161	TP73
chr1	3602236	3619609	7161	TP73
chr1	3639042	3649041	7161	TP73
chr1	3663965	3673964	148870	CCDC27
chr1	3684334	3694351	388588	SMIM1
chr1	3708068	3718067	57470	LRRC47
chr1	3748716	3758715	9731	CEP104
chr1	3768797	3773821	9731	CEP104
chr1	3773822	3778844	1677	DFFB
chr1	3811857	3816912	339448	C1orf174
chr1	3816913	3821967	100133612	LINC01134
chr1	3995672	4005671	728716	LINC01346
chr1	4710105	4720104	55966	AJAP1
chr1	5619131	5629130	100616489	MIR4417
chr1	5917801	5925618	100616421	MIR4689
chr1	5925619	5933434	261734	NPHP4
chr1	5960543	5970542	261734	NPHP4
chr1	6047358	6052445	8514	KCNAB2
chr1	6052446	6057532	261734	NPHP4
chr1	6081073	6099347	8514	KCNAB2
chr1	6100981	6110980	8514	KCNAB2
chr1	6186808	6196807	26038	CHD5
chr1	6199215	6211930	26038	CHD5
chr1	6235194	6245193	26038	CHD5
chr1	6254679	6262934	6146	RPL22
chr1	6262935	6273940	388591	RNF207
chr1	6291044	6300148	23463	ICMT
chr1	6300149	6309251	390992	HES3
chr1	6316035	6326034	387509	GPR153
chr1	6414004	6425763	11332	ACOT7
chr1	6440883	6458825	11332	ACOT7
chr1	6474979	6484789	54626	HES2
chr1	6484790	6487402	83715	ESPN
chr1	6487403	6494955	100422975	MIR4252
chr1	6503103	6513102	83715	ESPN
chr1	6518682	6528949	8718	TNFRSF25
chr1	6528950	6562483	57449	PLEKHG5
chr1	6575121	6585120	57449	PLEKHG5
chr1	6609658	6614998	79707	NOL9
chr1	6614999	6620337	80835	TAS1R1
chr1	6625969	6635512	80835	TAS1R1
chr1	6635513	6650361	3104	ZBTB48
chr1	6654871	6667928	9903	KLHL21
chr1	6668756	6678755	148479	PHF13
chr1	6679925	6690209	90326	THAP3
chr1	6756966	6766965	55735	DNAJC11
chr1	6840384	6850383	23261	CAMTA1
chr1	7727054	7745147	23261	CAMTA1
chr1	7791404	7809894	23261	CAMTA1
chr1	7826329	7836328	9341	VAMP3
chr1	7839380	7849713	8863	PER3
chr1	7908178	7918564	10911	UTS2
chr1	7968294	7978293	10911	UTS2
chr1	7998225	8008224	3604	TNFRSF9
chr1	8016714	8026713	11315	PARK7
chr1	8070752	8080751	54206	ERRFI1
chr1	8081393	8091392	54206	ERRFI1
chr1	8379390	8395197	50651	SLC45A1
chr1	8478747	8488746	473	RERE
chr1	8580844	8590843	473	RERE
chr1	8808897	8818896	473	RERE
chr1	8872699	8882698	473	RERE
chr1	8926635	8944150	2023	ENO1
chr1	9000893	9010892	765	CA6
chr1	9081404	9091403	155184	SLC2A7
chr1	9104319	9114318	6518	SLC2A5
chr1	9124653	9134886	6518	SLC2A5
chr1	9143510	9153509	6518	SLC2A5
chr1	9184229	9194228	80045	GPR157
chr1	9206836	9216835	407040	MIR34A
chr1	9289863	9299862	9563	H6PD
chr1	9347941	9357940	80176	SPSB1
chr1	9410766	9420765	80176	SPSB1
chr1	9594528	9604527	84275	SLC25A33
chr1	9643932	9661916	199953	TMEM201
chr1	9706790	9716789	5293	PIK3CD
chr1	9746525	9756524	5293	PIK3CD
chr1	9765163	9775162	5293	PIK3CD
chr1	9788604	9798603	22883	CLSTN1
chr1	9879550	9889549	22883	CLSTN1
chr1	9965316	9975315	56998	CTNNBIP1
chr1	9997840	10003456	84328	LZIC
chr1	10003457	10008485	64802	NMNAT1
chr1	10052255	10062254	116362	RBP7
chr1	10088041	10098040	10277	UBE4B
chr1	10226014	10236013	10277	UBE4B
chr1	10265764	10276673	23095	KIF1B
chr1	10287308	10297307	23095	KIF1B
chr1	10454085	10464084	5226	PGD
chr1	10485159	10495158	378708	CENPS
chr1	10504776	10514775	1325	CORT
chr1	10527613	10533808	1676	DFFA
chr1	10533809	10540002	5195	PEX14
chr1	10583312	10593311	5195	PEX14
chr1	10716455	10726454	54897	CASZ1
chr1	10749507	10759506	54897	CASZ1
chr1	10851733	10861732	54897	CASZ1
chr1	11019328	11029327	148345	C1orf127
chr1	11037094	11047093	148345	C1orf127
chr1	11067679	11077678	23435	TARDBP
chr1	11102296	11112295	10747	MASP2
chr1	11115091	11125090	6723	SRM
chr1	11154938	11164937	5394	EXOSC10
chr1	11186615	11196614	2475	MTOR
chr1	11244346	11254345	10218	ANGPTL7
chr1	11317608	11327607	2475	MTOR
chr1	11328255	11338254	29914	UBIAD1
chr1	11534295	11544294	57540	DISP3
chr1	11556047	11566046	57540	DISP3
chr1	11709401	11714416	26232	FBXO2
chr1	11714417	11714660	93611	FBXO44
chr1	11714661	11714901	26232	FBXO2
chr1	11714902	11719532	93611	FBXO44
chr1	11719533	11729149	26270	FBXO6
chr1	11736495	11746494	10459	MAD2L2
chr1	11746678	11751729	10459	MAD2L2
chr1	11751730	11756780	374946	DRAXIN
chr1	11791142	11801141	57085	AGTRAP
chr1	11851547	11865811	4524	MTHFR
chr1	11865812	11866156	1185	CLCN6
chr1	11866157	11871159	4524	MTHFR
chr1	11895376	11904108	100379251	NPPA-AS1
chr1	11904109	11912839	4878	NPPA
chr1	11913992	11923991	4879	NPPB
chr1	11981485	11990604	90231	KIAA2013
chr1	11990605	11999723	5351	PLOD1
chr1	12035238	12045237	9927	MFN2
chr1	12074299	12084298	60672	MIIP
chr1	12118434	12128433	943	TNFRSF8
chr1	12180958	12190957	943	TNFRSF8
chr1	12222060	12232059	7133	TNFRSF1B
chr1	12246762	12256761	100616438	MIR4632
chr1	12285113	12295112	55187	VPS13D
chr1	12330882	12340881	55187	VPS13D
chr1	12366511	12376510	55187	VPS13D
chr1	12422725	12432724	55187	VPS13D
chr1	12464884	12474883	55187	VPS13D
chr1	12651106	12661105	9249	DHRS3
chr1	12671788	12682819	9249	DHRS3
chr1	12699566	12709565	343066	AADACL4
chr1	12771118	12781117	126767	AADACL3
chr1	12801163	12811162	93190	C1orf158
chr1	12829984	12839983	390999	PRAMEF12
chr1	12846546	12856545	65121	PRAMEF1
chr1	12886264	12896263	440560	PRAMEF11
chr1	12903237	12908407	649330	HNRNPCL3
chr1	12908408	12912759	343069	HNRNPCL1
chr1	12912760	12921940	65122	PRAMEF2
chr1	12941025	12951024	400735	PRAMEF4
chr1	12953094	12963093	343071	PRAMEF10
chr1	12971450	12981449	391002	PRAMEF8
chr1	13002406	13012405	440561	PRAMEF6
chr1	13030543	13040542	653606	PRAMEF22
chr1	13112751	13122750	343068	PRAMEF5
chr1	13179326	13189325	440563	HNRNPCL2
chr1	13326692	13336691	401940	NA
chr1	13354819	13364818	343068	PRAMEF5
chr1	13384770	13395764	391002	PRAMEF8
chr1	13416176	13426175	343070	PRAMEF9
chr1	13447656	13457655	400736	PRAMEF13
chr1	13472569	13482568	645414	PRAMEF19
chr1	13490254	13500253	654348	NA
chr1	13511066	13521065	645425	PRAMEF20
chr1	13606550	13616549	391002	PRAMEF8
chr1	13636973	13646972	343070	PRAMEF9
chr1	13693405	13703404	645414	PRAMEF19
chr1	13711088	13721087	391004	PRAMEF17
chr1	13731907	13741906	645425	PRAMEF20
chr1	13835242	13845241	126755	LRRC38
chr1	13905252	13916966	10630	PDPN
chr1	14021735	14036349	7799	PRDM2
chr1	14070856	14080855	7799	PRDM2
chr1	14920213	14930212	23254	KAZN
chr1	15245625	15261295	23254	KAZN
chr1	15267415	15277414	23254	KAZN
chr1	15282180	15292179	23254	KAZN
chr1	15422704	15432703	23254	KAZN
chr1	15474028	15485228	55092	TMEM51
chr1	15568768	15578767	114827	FHAD1
chr1	15663232	15676911	114827	FHAD1
chr1	15679287	15689286	114827	FHAD1
chr1	15702197	15712196	114827	FHAD1
chr1	15731391	15741390	79180	EFHD2
chr1	15759938	15769937	11330	CTRC
chr1	15778223	15788222	63036	CELA2A
chr1	15797596	15807595	51032	CELA2B
chr1	15845940	15852318	842	CASP9
chr1	15852319	15858351	23341	DNAJC16
chr1	15881021	15891020	23341	DNAJC16
chr1	15906605	15916604	79814	AGMAT
chr1	15938953	15948952	84301	DDI2
chr1	15951820	15961819	84301	DDI2
chr1	15981364	15991363	6248	RSC1A1
chr1	16005827	16015826	23207	PLEKHM2
chr1	16057809	16065898	284723	SLC25A34
chr1	16065899	16073986	388595	TMEM82
chr1	16078154	16096458	54751	FBLIM1
chr1	16129194	16139193	440567	UQCRHL
chr1	16169359	16174500	23013	SPEN
chr1	16174501	16179641	729614	FLJ37453
chr1	16195610	16205609	23013	SPEN
chr1	16297627	16307626	7709	ZBTB17
chr1	16325731	16335730	149563	C1orf64
chr1	16340285	16345327	27129	HSPB7
chr1	16345328	16345729	1187	CLCNKA
chr1	16345730	16347287	27129	HSPB7
chr1	16347288	16355314	1187	CLCNKA
chr1	16355315	16360620	1188	CLCNKB
chr1	16365231	16380256	1188	CLCNKB
chr1	16395127	16405126	348487	FAM131C
chr1	16477582	16487581	1969	EPHA2
chr1	16528705	16544103	128272	ARHGEF19
chr1	16558659	16568658	79363	RSG1
chr1	16636930	16648087	54455	FBXO42
chr1	16673948	16683947	54455	FBXO42
chr1	16688525	16698524	26099	SZRD1
chr1	16758919	16765543	374955	SPATA21
chr1	16765544	16772166	55707	NECAP2
chr1	16777290	16787289	55707	NECAP2
chr1	16812579	16824195	114819	CROCCP3
chr1	16870409	16880408	100500876	MIR3675
chr1	16908756	16923807	55672	NBPF1
chr1	16934752	16945099	55672	NBPF1
chr1	16947994	16964840	84809	CROCCP2
chr1	16966178	16971623	84809	CROCCP2
chr1	16971624	16978907	11209	MST1P2
chr1	17002750	17012749	100500876	MIR3675
chr1	17041652	17051651	284729	ESPNP
chr1	17061768	17071767	9696	CROCC
chr1	17081552	17095974	11223	MST1L
chr1	17180516	17190515	100500876	MIR3675
chr1	17243445	17254157	9696	CROCC
chr1	17261389	17271388	9696	CROCC
chr1	17289698	17299697	9696	CROCC
chr1	17302173	17313080	4237	MFAP2
chr1	17321807	17332341	23400	ATP13A2
chr1	17333423	17343422	23400	ATP13A2
chr1	17375665	17385664	6390	SDHB
chr1	17440948	17450947	11240	PADI2
chr1	17526621	17536620	29943	PADI1
chr1	17554776	17570891	29943	PADI1
chr1	17570892	17580592	51702	PADI3
chr1	17629690	17639689	23569	PADI4
chr1	17693741	17703740	353238	PADI6
chr1	17760059	17771249	55920	RCC2
chr1	17841827	17851826	55160	ARHGEF10L
chr1	17861330	17871329	55160	ARHGEF10L
chr1	17902048	17919910	55160	ARHGEF10L
chr1	17936583	17957450	55160	ARHGEF10L
chr1	18015542	18025541	55160	ARHGEF10L
chr1	18076808	18086807	81569	ACTL8
chr1	18429240	18439239	84966	IGSF21
chr1	18682861	18692860	84966	IGSF21
chr1	18802424	18812423	127707	KLHDC7A
chr1	18952500	18962499	5081	PAX7
chr1	19181155	19191154	80834	TAS1R2
chr1	19204769	19213577	100616120	MIR4695
chr1	19213578	19222384	8659	ALDH4A1
chr1	19224293	19234292	8659	ALDH4A1
chr1	19277826	19287825	126917	IFFO2
chr1	19403140	19413139	23352	UBR4
chr1	19421171	19437335	23352	UBR4
chr1	19439474	19449473	23352	UBR4
chr1	19473353	19488418	23352	UBR4
chr1	19500714	19510713	23352	UBR4
chr1	19531746	19541745	23352	UBR4
chr1	19543410	19553409	23065	EMC1
chr1	19573053	19578064	23065	EMC1
chr1	19578065	19583074	51154	MRTO4
chr1	19595568	19605567	246181	AKR7L
chr1	19610280	19620279	22977	AKR7A3
chr1	19633640	19638690	8574	AKR7A2
chr1	19638691	19643739	54896	PQLC2
chr1	19806201	19817065	832	CAPZB
chr1	19918471	19928470	440574	MINOS1
chr1	19929301	19939300	644068	RPS14P3
chr1	19964723	19979103	4681	NBL1
chr1	19986780	19996779	3362	HTR6
chr1	20120837	20131757	255104	TMCO4
chr1	20136771	20146770	54546	RNF186
chr1	20203888	20213887	23252	OTUD3
chr1	20245110	20255109	30814	PLA2G2E
chr1	20301152	20311931	5320	PLA2G2A
chr1	20349672	20359671	5322	PLA2G5
chr1	20391701	20401700	5322	PLA2G5
chr1	20441059	20451058	26279	PLA2G2D
chr1	20460823	20470822	64600	PLA2G2F
chr1	20496687	20506686	391013	PLA2G2C
chr1	20507578	20517577	127733	UBXN10
chr1	20612412	20622411	127731	VWA5B1
chr1	20654259	20664258	127731	VWA5B1
chr1	20727187	20737186	339505	LINC01141
chr1	20750287	20760286	339505	LINC01141
chr1	20807728	20817727	55450	CAMK2N1
chr1	20829674	20839673	79594	MUL1
chr1	20873932	20883931	163933	FAM43B
chr1	20910444	20920443	978	CDA
chr1	20954948	20964947	65018	PINK1
chr1	20967001	20977000	65018	PINK1
chr1	20983037	20993036	1650	DDOST
chr1	21006681	21016680	57576	KIF17
chr1	21019981	21029980	57576	KIF17
chr1	21039317	21049316	57576	KIF17
chr1	21054133	21064329	400745	SH2D5
chr1	21087024	21118798	50809	HP1BP3
chr1	21294592	21304591	8672	EIF4G3
chr1	21372487	21382486	8672	EIF4G3
chr1	21410706	21420705	8672	EIF4G3
chr1	21432876	21442875	8672	EIF4G3
chr1	21496251	21508380	8672	EIF4G3
chr1	21601183	21611182	1889	ECE1
chr1	21611766	21621981	1889	ECE1
chr1	21667034	21677033	1889	ECE1
chr1	21761583	21771582	84224	NBPF3
chr1	21830858	21840857	249	ALPL
chr1	21872772	21882771	249	ALPL
chr1	21941543	21954010	5909	RAP1GAP
chr1	21973348	21983347	5909	RAP1GAP
chr1	21990856	22000855	5909	RAP1GAP
chr1	22026108	22036107	84196	USP48
chr1	22046612	22056611	84196	USP48
chr1	22104688	22114687	84196	USP48
chr1	22133758	22152574	401944	LDLRAD2
chr1	22152575	22162205	3339	HSPG2
chr1	22217803	22227802	3339	HSPG2
chr1	22258750	22268749	3339	HSPG2
chr1	22298418	22308417	23436	CELA3B
chr1	22323149	22333148	10136	CELA3A
chr1	22346707	22357041	29092	LINC00339
chr1	22374120	22384119	998	CDC42
chr1	22464519	22475384	54361	WNT4
chr1	22773344	22783343	9923	ZBTB40
chr1	22823069	22833068	9923	ZBTB40
chr1	22885004	22895003	2046	EPHA8
chr1	22958118	22966618	712	C1QA
chr1	22966619	22974900	714	C1QC
chr1	22974901	22984681	713	C1QB
chr1	23032331	23041671	2048	EPHB2
chr1	23041672	23051009	100616391	MIR4684
chr1	23184719	23194718	100422914	MIR4253
chr1	23337343	23344142	729059	C1orf234
chr1	23344143	23350940	23028	KDM1A
chr1	23365798	23375797	100422866	MIR3115
chr1	23490517	23509300	7798	LUZP1
chr1	23516222	23526221	3352	HTR1D
chr1	23633386	23643385	10236	HNRNPR
chr1	23665853	23675852	10236	HNRNPR
chr1	23689879	23695171	80818	ZNF436
chr1	23695172	23696034	148898	ZNF436-AS1
chr1	23696035	23701356	80818	ZNF436
chr1	23715526	23725525	6920	TCEA3
chr1	23746261	23756260	6920	TCEA3
chr1	23758170	23768169	55616	ASAP3
chr1	23805677	23816056	55616	ASAP3
chr1	23852712	23862711	1870	E2F2
chr1	23881285	23891284	3399	ID3
chr1	23902985	23912984	259283	MDS2
chr1	23948226	23958225	259283	MDS2
chr1	24013269	24023268	6135	RPL11
chr1	24064856	24074855	6924	TCEB3
chr1	24099876	24109875	57095	PITHD1
chr1	24112646	24121853	11313	LYPLA2
chr1	24121854	24132293	2582	GALE
chr1	24139073	24156948	3155	HMGCL
chr1	24160110	24170109	3155	HMGCL
chr1	24189787	24199858	2517	FUCA1
chr1	24234817	24244816	1269	CNR2
chr1	24250560	24260559	100616492	MIR378F
chr1	24281301	24291300	55629	PNRC2
chr1	24301953	24311952	10772	SRSF10
chr1	24388069	24398068	127294	MYOM3
chr1	24416493	24426492	127294	MYOM3
chr1	24429929	24443664	127294	MYOM3
chr1	24458799	24474774	58985	IL22RA1
chr1	24508765	24518764	163702	IFNLR1
chr1	24640812	24654529	57822	GRHL3
chr1	24695300	24705299	90529	STPG1
chr1	24713169	24723168	90529	STPG1
chr1	24735262	24741916	90529	STPG1
chr1	24741917	24747244	57185	NIPAL3
chr1	24777628	24787627	57185	NIPAL3
chr1	24823841	24828845	11123	RCAN3
chr1	24828846	24829118	100750325	RCAN3AS
chr1	24829119	24845803	11123	RCAN3
chr1	24877567	24887566	400746	NCMAP
chr1	24964594	24980349	10250	SRRM1
chr1	25066760	25076877	25932	CLIC4
chr1	25251770	25261769	864	RUNX3
chr1	25286475	25296611	864	RUNX3
chr1	25554013	25564012	25949	SYF2
chr1	25568985	25578984	57035	RSRP1
chr1	25593981	25603980	6007	RHD
chr1	25659656	25664722	57035	RSRP1
chr1	25664723	25669788	23585	TMEM50A
chr1	25742363	25757035	6006	RHCE
chr1	25757036	25762387	55219	TMEM57
chr1	25865076	25875075	26119	LDLRAP1
chr1	25884285	25894297	26119	LDLRAP1
chr1	25938959	25948958	57134	MAN1C1
chr1	26121667	26131666	57190	SELENON
chr1	26141397	26157122	56181	MTFR1L
chr1	26180848	26190847	79000	AUNIP
chr1	26192744	26202743	164091	PAQR7
chr1	26214098	26224097	3925	STMN1
chr1	26227644	26232794	3925	STMN1
chr1	26232795	26232969	100500808	MIR3917
chr1	26232970	26238367	3925	STMN1
chr1	26319648	26329647	5051	PAFAH2
chr1	26343271	26353270	2134	EXTL1
chr1	26367604	26377603	7780	SLC30A2
chr1	26389125	26399124	84676	TRIM63
chr1	26432656	26443267	149420	PDIK1L
chr1	26480511	26490510	79927	FAM110D
chr1	26491388	26500184	51042	ZNF593
chr1	26500185	26508981	10256	CNKSR1
chr1	26512119	26522118	378807	CATSPER4
chr1	26555693	26565692	64793	CEP85
chr1	26590781	26600780	64793	CEP85
chr1	26601213	26611212	83442	SH3BGRL3
chr1	26628195	26638194	91544	UBXN11
chr1	26639411	26644583	1043	CD52
chr1	26644584	26649755	91544	UBXN11
chr1	26659968	26669967	55057	AIM1L
chr1	26675621	26685620	55057	AIM1L
chr1	26694266	26704265	257101	ZNF683
chr1	26732269	26742268	79727	LIN28A
chr1	26753773	26763772	79947	DHDDS
chr1	26793902	26803901	3151	HMGN2
chr1	26851249	26862818	6195	RPS6KA1
chr1	26864653	26876688	6195	RPS6KA1
chr1	26876689	26886032	100302190	MIR1976
chr1	27017522	27027521	8289	ARID1A
chr1	27050871	27060870	8289	ARID1A
chr1	27092610	27105819	8289	ARID1A
chr1	27109454	27119678	55650	PIGV
chr1	27148201	27163508	84243	ZDHHC18
chr1	27184633	27194632	2810	SFN
chr1	27211869	27221868	54707	GPN2
chr1	27221956	27231961	63906	GPATCH3
chr1	27235567	27244390	8431	NR0B2
chr1	27244391	27253212	10726	NUDC
chr1	27281901	27291900	126695	KDF1
chr1	27315195	27325194	388610	TRNP1
chr1	27334333	27344332	115572	FAM46B
chr1	27425513	27435512	6548	SLC9A1
chr1	27476621	27486620	6548	SLC9A1
chr1	27556007	27566006	23038	WDTC1
chr1	27582447	27592446	23038	WDTC1
chr1	27643636	27649500	84065	TMEM222
chr1	27649501	27655364	644961	ACTG1P20
chr1	27663483	27676363	84958	SYTL1
chr1	27683358	27697326	9064	MAP3K6
chr1	27697327	27705560	8547	FCN3
chr1	27705561	27714476	388611	CD164L2
chr1	27714477	27724147	2827	GPR3
chr1	27811678	27821677	10163	WASF2
chr1	27925143	27935360	27245	AHDC1
chr1	27937174	27966726	2268	FGR
chr1	27993724	28003723	2537	IFI6
chr1	28047490	28057489	199870	FAM76A
chr1	28094694	28104693	23673	STX12
chr1	28152252	28162324	5511	PPP1R8
chr1	28162525	28172524	5511	PPP1R8
chr1	28194055	28204054	9473	THEMIS2
chr1	28236236	28246235	6118	RPA2
chr1	28256504	28266503	27293	SMPDL3B
chr1	28281504	28291503	55113	XKR8
chr1	28410148	28420147	2140	EYA3
chr1	28498455	28508454	5724	PTAFR
chr1	28515447	28525446	5724	PTAFR
chr1	28554542	28561072	22826	DNAJC8
chr1	28561073	28567601	93974	ATPIF1
chr1	28580963	28590962	83667	SESN2
chr1	28650513	28660512	54797	MED18
chr1	28691093	28701092	65979	PHACTR4
chr1	28759661	28769660	65979	PHACTR4
chr1	28827455	28837454	8420	SNHG3
chr1	28839745	28849744	1104	RCC1
chr1	28874529	28884528	54952	TRNAU1AP
chr1	28901405	28906714	677838	SNORA61
chr1	28906715	28907294	677825	SNORA44
chr1	28907295	28907965	692073	SNORA16A
chr1	28907966	28913382	85028	SNHG12
chr1	28913712	28924006	115273	RAB42
chr1	28964604	28972358	6883	TAF12
chr1	28972359	28980111	26824	RNU11
chr1	28990240	29000239	10691	GMEB1
chr1	29058133	29068461	51441	YTHDF2
chr1	29133654	29143653	4985	OPRD1
chr1	29208603	29218602	2035	EPB41
chr1	29236088	29246087	2035	EPB41
chr1	29308943	29318959	2035	EPB41
chr1	29405409	29415408	2035	EPB41
chr1	29444013	29455420	399474	TMEM200B
chr1	29503637	29513636	6429	SRSF4
chr1	29552454	29560241	51102	MECR
chr1	29560242	29568027	10076	PTPRU
chr1	29641722	29651721	10076	PTPRU
chr1	31191432	31201431	4146	MATN1
chr1	31207079	31217078	100616164	MIR4420
chr1	31225683	31235682	7805	LAPTM5
chr1	31346587	31356586	9672	SDC3
chr1	31376480	31386479	9672	SDC3
chr1	31403623	31413622	692234	SNORD103A
chr1	31417052	31427051	692234	SNORD103A
chr1	31436084	31446083	692200	SNORD103C
chr1	31460507	31470506	9698	PUM1
chr1	31533564	31543762	9698	PUM1
chr1	31656034	31666033	79570	NKAIN1
chr1	31707734	31717733	79570	NKAIN1
chr1	31737513	31747512	9410	SNRNP40
chr1	31764644	31769743	9410	SNRNP40
chr1	31769744	31774930	51538	ZCCHC17
chr1	31840923	31850922	2170	FABP3
chr1	31877412	31891659	347735	SERINC2
chr1	31966839	31976838	149086	LINC01225
chr1	31979036	31989035	284551	LINC01226
chr1	32037086	32048745	64129	TINAGL1
chr1	32078301	32089651	3061	HCRTR1
chr1	32105218	32115837	553115	PEF1
chr1	32159207	32174767	1307	COL16A1
chr1	32197280	32215331	576	ADGRB2
chr1	32217416	32223609	576	ADGRB2
chr1	32223610	32226992	100423028	MIR4254
chr1	32226993	32234647	576	ADGRB2
chr1	32259232	32269371	90853	SPOCD1
chr1	32276580	32286579	90853	SPOCD1
chr1	32380259	32390258	8073	PTP4A2
chr1	32398988	32408987	8073	PTP4A2
chr1	32474295	32484294	10657	KHDRBS1
chr1	32533503	32543502	55116	TMEM39B
chr1	32568644	32578888	23633	KPNA6
chr1	32603580	32613579	23633	KPNA6
chr1	32640345	32650665	200081	TXLNA
chr1	32661202	32668719	79140	CCDC28B
chr1	32668720	32672965	55721	IQCC
chr1	32672966	32679694	149069	DCDC2B
chr1	32682185	32687555	8668	EIF3I
chr1	32687556	32687942	56063	TMEM234
chr1	32687943	32692958	8668	EIF3I
chr1	32701265	32710064	339483	MTMR9LP
chr1	32710065	32714829	84734	FAM167B
chr1	32714830	32721839	3932	LCK
chr1	32734712	32744925	3932	LCK
chr1	32752708	32762992	3065	HDAC1
chr1	32790081	32798460	3065	HDAC1
chr1	32798461	32806839	65108	MARCKSL1
chr1	32822844	32827853	100128071	FAM229A
chr1	32827854	32832861	81629	TSSK3
chr1	32855062	32865061	55108	BSDC1
chr1	32925658	32935657	728116	ZBTB8B
chr1	32999772	33009771	653121	ZBTB8A
chr1	33111185	33116467	339487	ZBTB8OS
chr1	33116468	33121958	5928	RBBP4
chr1	33163361	33173360	81493	SYNC
chr1	33202512	33212511	57648	KIAA1522
chr1	33214687	33224686	57648	KIAA1522
chr1	33226235	33236234	57648	KIAA1522
chr1	33242704	33254355	8565	YARS
